age,income,experience_years,credit_history_years,existing_loans,loan_amount,region,employment_type,default
31,59700,9,8,1,61000,Регион,Наёмный труд,0
50,52100,28,1,1,158000,Москва,Наёмный труд,0
21,54000,0,2,1,161000,Санкт-Петербург,Наёмный труд,1
54,75800,30,8,0,146000,Москва,ИП,0
42,59900,19,8,2,162000,Санкт-Петербург,Наёмный труд,0
36,78300,9,12,0,55000,Регион,Наёмный труд,0
45,53000,23,5,0,73000,Москва,ИП,0
27,42800,0,13,0,193000,Регион,Наёмный труд,0
48,53500,21,14,0,122000,Москва,Наёмный труд,0
45,33600,18,2,1,102000,Регион,Наёмный труд,1
29,41300,7,4,1,85000,Москва,ИП,1
45,53100,22,14,0,211000,Москва,Самозанятый,0
53,52800,31,1,1,34000,Санкт-Петербург,Самозанятый,0
60,46700,39,6,1,118000,Регион,Самозанятый,1
26,26200,5,9,0,95000,Москва,Наёмный труд,0
23,65300,0,10,2,47000,Москва,Без работы,0
64,71400,39,7,0,260000,Москва,Наёмный труд,0
30,102700,8,5,3,20000,Регион,Самозанятый,0
48,59800,23,7,1,106000,Регион,Наёмный труд,0
55,49100,28,1,0,136000,Регион,Наёмный труд,1
44,31100,22,2,1,55000,Регион,ИП,0
40,95900,16,6,0,117000,Москва,Наёмный труд,0
55,54800,33,9,0,86000,Регион,Наёмный труд,0
29,53500,8,11,0,179000,Москва,ИП,0
56,43700,36,0,2,813000,Регион,Наёмный труд,1
28,42500,2,6,2,121000,Регион,Наёмный труд,1
43,66800,23,5,0,142000,Регион,Наёмный труд,1
54,31000,34,7,2,55000,Москва,Наёмный труд,0
54,101900,34,6,0,112000,Москва,ИП,0
55,92400,29,3,0,79000,Регион,Наёмный труд,0
37,41800,12,2,1,158000,Регион,Наёмный труд,0
58,33200,32,2,1,42000,Москва,Наёмный труд,0
51,19800,26,14,1,52000,Москва,Наёмный труд,0
43,27900,17,3,2,200000,Регион,Наёмный труд,1
42,68100,16,14,1,112000,Регион,Наёмный труд,0
51,56500,29,8,2,218000,Регион,Без работы,1
56,61200,31,8,0,123000,Санкт-Петербург,Самозанятый,0
31,21400,9,12,0,134000,Регион,ИП,0
32,41000,8,1,3,82000,Москва,Наёмный труд,0
42,90700,20,4,0,88000,Регион,Наёмный труд,0
44,46900,24,0,1,176000,Москва,Наёмный труд,0
54,27700,31,3,1,91000,Москва,Наёмный труд,0
60,46600,37,1,0,201000,Москва,Самозанятый,1
49,34600,28,7,3,92000,Регион,Наёмный труд,0
36,57000,15,3,0,49000,Регион,Наёмный труд,0
39,49500,12,4,1,46000,Регион,Наёмный труд,1
44,62600,22,10,1,89000,Регион,Наёмный труд,0
41,28300,15,3,3,171000,Регион,Наёмный труд,0
32,40100,6,4,0,66000,Регион,Наёмный труд,0
38,80100,15,4,4,153000,Регион,Наёмный труд,0
55,26700,35,4,1,105000,Регион,Наёмный труд,0
31,31200,6,10,0,142000,Москва,Наёмный труд,0
60,53600,40,2,0,83000,Регион,Самозанятый,0
38,55800,11,6,0,110000,Москва,ИП,0
31,39300,11,2,0,173000,Регион,Самозанятый,0
28,43200,6,1,0,98000,Санкт-Петербург,Наёмный труд,1
26,62300,4,2,0,72000,Регион,Наёмный труд,0
47,71800,23,10,0,33000,Регион,Без работы,0
33,30300,6,2,0,137000,Москва,Наёмный труд,0
50,57800,30,7,0,62000,Регион,Наёмный труд,0
38,96800,12,3,1,72000,Регион,Наёмный труд,0
35,46500,9,2,0,52000,Санкт-Петербург,Наёмный труд,0
24,30200,0,9,2,86000,Санкт-Петербург,Наёмный труд,0
54,29500,34,4,3,348000,Санкт-Петербург,ИП,1
31,45600,9,3,1,122000,Регион,Наёмный труд,0
44,78100,22,8,2,67000,Регион,Наёмный труд,0
40,48100,16,7,1,75000,Регион,Наёмный труд,1
55,53400,31,10,2,42000,Москва,Наёмный труд,0
42,31300,21,6,1,50000,Москва,Наёмный труд,1
35,76300,8,14,0,46000,Москва,Наёмный труд,0
58,29300,35,7,1,116000,Москва,Наёмный труд,0
64,39100,44,12,1,129000,Регион,ИП,1
61,65100,34,4,0,103000,Регион,Наёмный труд,0
58,19600,32,3,1,123000,Санкт-Петербург,Наёмный труд,0
33,53000,13,6,1,62000,Регион,Наёмный труд,0
50,30700,26,0,2,50000,Москва,Наёмный труд,0
24,49400,0,5,0,49000,Регион,Наёмный труд,0
54,41800,33,14,1,48000,Москва,Наёмный труд,0
42,126500,19,7,2,122000,Регион,Самозанятый,0
48,41100,27,6,2,330000,Москва,Наёмный труд,0
62,112300,36,1,1,53000,Регион,ИП,0
30,63800,7,13,0,80000,Москва,Наёмный труд,0
37,34200,12,12,1,111000,Санкт-Петербург,ИП,0
31,56900,11,13,0,83000,Регион,Наёмный труд,0
28,42700,7,6,0,121000,Санкт-Петербург,Наёмный труд,0
29,54700,5,12,0,70000,Регион,Самозанятый,0
63,35600,42,5,2,66000,Регион,Наёмный труд,1
36,104900,11,12,0,88000,Регион,Наёмный труд,0
57,74300,36,4,0,120000,Регион,Наёмный труд,0
26,49700,6,3,0,213000,Москва,ИП,0
32,106700,7,0,0,124000,Регион,ИП,0
59,50700,32,12,2,85000,Регион,ИП,0
61,80300,34,1,0,163000,Регион,Без работы,0
28,49900,1,14,0,180000,Санкт-Петербург,Наёмный труд,0
46,58500,22,6,1,82000,Регион,Наёмный труд,0
21,47300,0,9,0,90000,Москва,Наёмный труд,0
24,51200,0,2,0,76000,Санкт-Петербург,Без работы,0
48,52900,21,4,2,162000,Санкт-Петербург,Наёмный труд,0
56,36300,29,7,0,103000,Санкт-Петербург,Без работы,1
57,40900,35,12,2,42000,Санкт-Петербург,Наёмный труд,0
38,44500,11,12,0,126000,Москва,ИП,0
27,54400,2,7,1,241000,Регион,Наёмный труд,1
64,48400,42,5,0,253000,Москва,Самозанятый,1
20,83100,0,4,1,74000,Регион,Наёмный труд,0
41,71800,21,12,0,65000,Москва,Наёмный труд,0
36,44900,15,1,2,308000,Москва,Наёмный труд,0
26,91300,2,8,1,253000,Регион,Наёмный труд,0
44,113900,20,0,0,131000,Регион,Наёмный труд,0
64,19500,43,10,1,35000,Регион,Без работы,0
23,74600,0,1,0,69000,Регион,Наёмный труд,0
55,35900,34,12,0,51000,Санкт-Петербург,Наёмный труд,0
25,70300,0,0,1,293000,Регион,Наёмный труд,0
50,85600,30,11,0,40000,Регион,Наёмный труд,0
38,33000,11,3,1,291000,Санкт-Петербург,Самозанятый,0
63,21300,43,3,1,93000,Регион,Самозанятый,0
58,71400,32,4,3,48000,Регион,Без работы,1
46,52100,26,4,1,178000,Санкт-Петербург,Наёмный труд,0
29,23100,8,7,1,144000,Регион,Наёмный труд,0
45,153000,19,10,0,46000,Регион,Наёмный труд,0
38,64900,17,14,0,97000,Регион,Наёмный труд,0
58,66300,31,10,0,225000,Москва,Без работы,0
22,90600,0,2,2,77000,Регион,Наёмный труд,0
64,37700,38,5,2,270000,Москва,Наёмный труд,0
32,52000,5,11,0,63000,Москва,ИП,0
47,27100,20,12,0,37000,Санкт-Петербург,ИП,0
39,37300,15,11,0,101000,Регион,Наёмный труд,0
47,58300,23,2,0,41000,Регион,Самозанятый,0
27,23200,4,12,0,106000,Регион,Наёмный труд,0
60,36800,37,1,0,99000,Регион,Без работы,1
58,32300,38,7,0,63000,Москва,Наёмный труд,0
20,52300,0,0,1,305000,Москва,Наёмный труд,0
22,63500,0,8,1,98000,Регион,Наёмный труд,0
32,68500,11,10,1,166000,Регион,Наёмный труд,0
47,76800,20,6,0,172000,Регион,Наёмный труд,1
44,90900,22,11,0,284000,Москва,ИП,0
52,64400,31,9,0,48000,Москва,Наёмный труд,0
57,114600,31,12,0,34000,Москва,ИП,0
25,51700,2,14,1,278000,Санкт-Петербург,Наёмный труд,0
63,45300,39,11,1,140000,Москва,Наёмный труд,0
64,64400,43,10,0,106000,Регион,Без работы,0
51,44500,27,3,1,91000,Регион,Самозанятый,0
64,112800,43,2,2,82000,Регион,Наёмный труд,0
40,81500,16,5,0,165000,Москва,Наёмный труд,0
35,68700,10,8,1,42000,Москва,Наёмный труд,0
40,52000,19,14,0,131000,Регион,Наёмный труд,0
30,40800,4,8,0,183000,Регион,Наёмный труд,0
56,67200,32,3,0,154000,Регион,Наёмный труд,0
55,29500,33,9,1,95000,Регион,Наёмный труд,0
54,97800,28,4,0,99000,Регион,Наёмный труд,0
38,45300,18,10,4,214000,Москва,ИП,0
39,56200,18,12,0,140000,Москва,Наёмный труд,0
37,32600,15,8,1,283000,Регион,Наёмный труд,0
60,67900,40,1,2,35000,Регион,ИП,0
33,40000,12,1,0,170000,Санкт-Петербург,ИП,1
34,65700,12,4,0,61000,Регион,Наёмный труд,0
50,68900,28,0,0,94000,Регион,Самозанятый,0
20,36600,0,7,1,225000,Регион,ИП,1
22,29600,0,4,1,54000,Москва,Наёмный труд,0
35,97700,13,11,3,351000,Санкт-Петербург,Наёмный труд,0
42,45000,17,9,2,192000,Регион,ИП,0
30,54200,7,1,0,140000,Регион,Наёмный труд,0
31,61000,5,11,1,56000,Регион,Наёмный труд,0
29,27900,2,8,1,89000,Регион,ИП,0
51,60400,27,1,2,80000,Регион,Наёмный труд,0
35,51300,9,6,0,47000,Регион,Наёмный труд,0
27,36700,7,7,3,190000,Москва,Наёмный труд,0
57,29100,33,13,0,77000,Регион,Наёмный труд,0
31,64400,7,5,0,89000,Регион,Наёмный труд,0
43,81400,16,13,1,92000,Регион,Наёмный труд,0
47,53100,22,10,0,87000,Регион,Самозанятый,0
27,25700,0,6,0,136000,Регион,ИП,0
47,30500,20,10,0,68000,Регион,Наёмный труд,1
55,40400,31,0,1,182000,Москва,Без работы,1
45,99100,23,3,2,69000,Москва,Наёмный труд,0
27,43900,2,12,3,97000,Москва,Наёмный труд,1
47,39700,23,6,0,45000,Москва,Наёмный труд,0
47,23100,22,0,0,188000,Регион,Наёмный труд,0
56,36500,33,12,2,219000,Санкт-Петербург,Наёмный труд,0
60,28100,35,0,0,152000,Регион,Наёмный труд,1
55,31200,34,10,0,109000,Регион,Наёмный труд,0
46,51700,24,5,1,97000,Регион,Наёмный труд,1
36,40900,16,3,1,39000,Регион,ИП,1
28,105300,7,2,0,44000,Санкт-Петербург,Самозанятый,0
52,79600,31,11,0,155000,Регион,Самозанятый,0
39,37300,12,14,0,89000,Москва,Наёмный труд,0
32,32400,5,4,0,44000,Регион,Наёмный труд,0
47,91300,26,8,0,42000,Санкт-Петербург,Наёмный труд,0
48,103500,24,9,0,144000,Регион,Наёмный труд,0
32,18300,7,9,0,167000,Москва,Самозанятый,1
54,51100,29,11,0,39000,Москва,Наёмный труд,0
25,43800,0,13,1,108000,Регион,Наёмный труд,0
37,65700,13,13,2,125000,Регион,Наёмный труд,0
24,117500,2,11,1,70000,Санкт-Петербург,Наёмный труд,0
44,39400,20,10,3,208000,Регион,Наёмный труд,1
21,19400,0,9,0,80000,Санкт-Петербург,Наёмный труд,0
29,63600,5,2,0,35000,Санкт-Петербург,Наёмный труд,0
49,91600,27,4,1,88000,Регион,Без работы,0
64,42800,38,9,0,224000,Регион,Наёмный труд,0
24,35700,2,4,1,80000,Регион,Самозанятый,0
52,40300,29,8,0,53000,Москва,ИП,0
20,71900,0,10,2,144000,Москва,ИП,0
37,40000,14,11,1,115000,Регион,Наёмный труд,0
51,56800,28,9,3,99000,Москва,Наёмный труд,0
30,49600,7,10,0,131000,Регион,Наёмный труд,0
40,47400,15,3,0,65000,Санкт-Петербург,Наёмный труд,0
45,67200,24,0,1,69000,Регион,Наёмный труд,0
44,39500,23,9,1,153000,Санкт-Петербург,Наёмный труд,0
41,40400,18,4,0,55000,Санкт-Петербург,ИП,0
46,70200,23,0,0,260000,Регион,Без работы,0
32,31400,12,5,2,206000,Регион,Наёмный труд,0
52,33000,25,11,0,50000,Регион,Наёмный труд,0
53,27800,32,9,1,239000,Регион,Самозанятый,0
60,71800,33,9,1,108000,Регион,Наёмный труд,0
54,46800,27,14,1,227000,Регион,Наёмный труд,0
20,27100,0,6,3,107000,Регион,Наёмный труд,0
40,72000,13,0,0,89000,Регион,Самозанятый,0
25,38200,0,9,1,83000,Регион,Наёмный труд,0
47,33100,27,3,1,23000,Регион,Наёмный труд,0
36,44900,9,8,0,172000,Регион,Наёмный труд,0
24,95400,0,12,0,65000,Регион,Самозанятый,1
50,41000,26,0,1,176000,Регион,Без работы,1
24,63500,0,8,1,270000,Санкт-Петербург,Наёмный труд,0
57,68000,32,7,0,70000,Москва,Без работы,0
22,59800,0,4,1,67000,Регион,Наёмный труд,1
42,86900,20,5,1,181000,Москва,Наёмный труд,0
56,35700,35,6,1,75000,Регион,Без работы,1
56,30700,33,3,0,218000,Регион,Наёмный труд,0
29,30400,2,13,1,65000,Регион,Наёмный труд,0
29,45900,3,13,0,234000,Регион,Наёмный труд,0
38,32000,15,5,1,82000,Москва,Самозанятый,0
36,52400,14,6,0,120000,Регион,Самозанятый,0
40,50700,14,10,2,178000,Регион,Самозанятый,0
33,77500,12,14,0,134000,Москва,Наёмный труд,0
28,55900,2,5,0,188000,Регион,Самозанятый,0
20,40600,0,10,1,41000,Регион,Наёмный труд,0
